Accession	ID/Symbol	# of abstracts	abstract list
MI0000070	hsa-mir-16-1	364	12434020;15648093;15766526;16166262;16204133;16251535;16323427;16616063;17242205;17351108;17395637;17624268;17683260;17727326;17936263;17941951;18187804;18246537;18281475;18348159;18362358;18423387;18449891;18483394;18701644;18708755;18820673;18854308;18927506;18931683;18982517;19106636;19144909;19148136;19195700;19228262;19229243;19250063;19269153;19347735;19401561;19428708;19454029;19498445;19507501;19536137;19549910;19591824;19626115;19723889;19738602;19779621;19865490;19883312;19903841;19908170;19944013;20013340;20031211;20060366;20068100;20129242;20403586;20424893;20433153;20470394;20584895;20619502;20621999;20626035;20647767;20668064;20683447;20711193;20839343;20847275;20876285;20883153;20884628;21055156;21057646;21081469;21118128;21156224;21199864;21205891;21247878;21278583;21336967;21345070;21354921;21360639;21382318;21390519;21400525;21441948;21454377;21472816;21487102;21527532;21532615;21563233;21567136;21575235;21602527;21629246;21666241;21693768;21722753;21778999;21838537;21881595;21885851;21886843;21903498;21909417;21910961;21913185;21914171;21936961;21980237;22002311;22033921;22049078;22049153;22066022;22096249;22133358;22139073;22185353;22209627;22249219;22259037;22260523;22292036;22298638;22312311;22384141;22387692;22409540;22423322;22431542;22449094;22484483;22564678;22574716;22583478;22675569;22677435;22684875;22692639;22720189;22773832;22781767;22814423;22821209;22833211;22849325;22856663;22868808;22912766;22920753;22922827;22940131;22942255;22966344;23077538;23083510;23104180;23150790;23175429;23217102;23226427;23228472;23233752;23260326;23282077;23302126;23308284;23325924;23342275;23349018;23355742;23380617;23380758;23405235;23408429;23441123;23465220;23507142;23554906;23590253;23590857;23595390;23607629;23608884;23613938;23620826;23649629;23686310;23741392;23774211;23803556;23808991;23811003;23836875;23867991;23886700;23893406;23898484;23905899;23907579;23941513;23954293;23967079;23988620;23990444;23991964;24016566;24026141;24026226;24043355;24045965;24058072;24064622;24073250;24086143;24089558;24104965;24130753;24148817;24223986;24238045;24274264;24285725;24306027;24336073;24391813;24391925;24392455;24395919;24418124;24427314;24447552;24463077;24485087;24497550;24500260;24533739;24548601;24598659;24600978;24603541;24650689;24705338;24710569;24732594;24759835;24786382;24815052;24828336;24852767;24854622;24878024;24885794;24887070;24892627;24895601;24971479;25033200;25040181;25054189;25070711;25072345;25073105;25084349;25092292;25103018;25135655;25196524;25227104;25231540;25242314;25249297;25261849;25305447;25315964;25327162;25338920;25367852;25385173;25388103;25399392;25403480;25405754;25405832;25414126;25435430;25472672;25486582;25495265;25583328;25584808;25623762;25641414;25662703;25672252;25683944;25701361;25738263;25743273;25750034;25756397;25776476;25779937;25815587;25830480;25833690;25888955;25891475;25897338;25912305;25913668;25941328;25945419;25954855;25955720;26023181;26031775;26061016;26064212;26071245;26082082;26133785;26140547;26161560;26184511;26209131;26213651;26223652;26272105;26283734;26304544;26313489;26324892;26350536;26373319;26373393;26440600;26527285;26597031;26628105;26629104;26647301;26649298;26678043;26722459;26761212;26769131;26821018;26829037;26885038;26959643;26962854;
MI0000071	hsa-mir-17	538	15944707;15944709;16096373;16180141;16878133;16940181;17135249;17135268;17210683;17218954;17284533;17322031;17325905;17438130;17562257;17586726;17589498;17608773;17613543;17624268;17716371;17727326;17943719;17956675;18025036;18066065;18186931;18327259;18329372;18346971;18403323;18423194;18429962;18493594;18521848;18536574;18583030;18607389;18632605;18644370;18647411;18688024;18695042;18698172;18700987;18719372;18765795;18773208;18832181;18836483;18922889;18941111;19066217;19088369;19110058;19155294;19158830;19199973;19201770;19210773;19259271;19349957;19351822;19390056;19401549;19413891;19477219;19486339;19597473;19608627;19631565;19633662;19654583;19666108;19672269;19690137;19696742;19706389;19734348;19771525;19806017;19821056;19823025;19887617;19887902;19949084;19956752;19995741;20003307;20008931;20008935;20014148;20022054;20037478;20047995;20079150;20080637;20089119;20090903;20133587;20148420;20167088;20209605;20215348;20227518;20299512;20300951;20305691;20349219;20406904;20423977;20437201;20448109;20488792;20505989;20518884;20550935;20603603;20656682;20703102;20711463;20724452;20805506;20810544;20842500;20847043;20851997;20878079;20881268;20885820;20931557;20940405;20956944;20959518;20964835;20980091;21040528;21067317;21111402;21114763;21129290;21140207;21176349;21177881;21191665;21196940;21203553;21239610;21247883;21283765;21317924;21335415;21338882;21350005;21367929;21370248;21383238;21383985;21416294;21444672;21501375;21507256;21527938;21538479;21541354;21586588;21592394;21628417;21660949;21663977;21666870;21698185;21714127;21739196;21743960;21751348;21757972;21763111;21765466;21770254;21794077;21796614;21806958;21816922;21852531;21857646;21892160;21897363;21898695;21935572;21953462;21953646;21955497;21981616;22022595;22024720;22037351;22045190;22062954;22065543;22072491;22082184;22116552;22132820;22155254;22161164;22164278;22186140;22197821;22207128;22228753;22235027;22238599;22278637;22286762;22291592;22308110;22326755;22343732;22349807;22362744;22383169;22406928;22407312;22430188;22438230;22449978;22450760;22451425;22452939;22473208;22475310;22490335;22504525;22562546;22563438;22583011;22583404;22645320;22647363;22659298;22665768;22677902;22681934;22682620;22730212;22752225;22781751;22797057;22802077;22809308;22815777;22828869;22864477;22883233;22894918;22907286;22917534;22952885;22969266;23001407;23019026;23029228;23036707;23056289;23059473;23059786;23060898;23064179;23087182;23095762;23096114;23097559;23108086;23111389;23114789;23128393;23128854;23129428;23156677;23172553;23194063;23206268;23226946;23246221;23249750;23250421;23258273;23263848;23267156;23271119;23280137;23284787;23285084;23288173;23306545;23308108;23322197;23333058;23372804;23377973;23391506;23396109;23399447;23407173;23418359;23432993;23433743;23436804;23438603;23443808;23469179;23492770;23495052;23497354;23516492;23550645;23562609;23575145;23575307;23579215;23583198;23602254;23603256;23638178;23644454;23661605;23673373;23716467;23718138;23748853;23749113;23759581;23768492;23770094;23780339;23792642;23792790;23796952;23804752;23818358;23824919;23825222;23825564;23852382;23858035;23859989;23860031;23863481;23868977;23871213;23874201;23899543;23911400;23912452;23921550;23936170;23969726;23975180;24007214;24032550;24059244;24068957;24145352;24169826;24194900;24195073;24200043;24212931;24236097;24252850;24257599;24263100;24280866;24283290;24297460;24305714;24317511;24341525;24358224;24378993;24386440;24391808;24394498;24419145;24451966;24462867;24469837;24479446;24511118;24518263;24520115;24556689;24556691;24564296;24583285;24586138;24589858;24598644;24606633;24626859;24627270;24645838;24646542;24657544;24658544;24675462;24681249;24699363;24714754;24722426;24727092;24732804;24739087;24740298;24743967;24755562;24801601;24801835;24815829;24819603;24824927;24829757;24837367;24863696;24872388;24879052;24901013;24912422;24920276;24924176;24927531;24968297;24969314;24975036;24979655;24989082;25001613;25011053;25047501;25060766;25069957;25092886;25101050;25115392;25125661;25126577;25130212;25130806;25138550;25140305;25146671;25146963;25170597;25205102;25239565;25261660;25308476;25339346;25359779;25361944;25362490;25379703;25393367;25409512;25415674;25426550;25435430;25472717;25491368;25499219;25502397;25510663;25513843;25519225;25531890;25546083;25561420;25612891;25617127;25634356;25646699;25647182;25647305;25677619;25680407;25686840;25697638;25704452;25707620;25710930;25737017;25748447;25749389;25753880;25760688;25763574;25775553;25794568;25826415;25849078;25862551;25872293;25884400;25887381;25912229;25915722;25967604;25990502;25994230;26012475;26029871;26041742;26057451;26098000;26117336;26215320;26231295;26233958;26266366;26293217;26313489;26431674;26463716;26622832;26629823;26637460;26694476;26728995;26750490;26788150;26858253;26859141;26885038;26891588;26908102;26962854;26998831;
MI0000072	hsa-mir-18a	92	15126345;18025036;18429962;18445216;18632605;18995836;19027010;19131573;19203451;19233176;19372139;19486339;19624877;19672269;19684618;19706389;19887902;20080637;20299512;20724452;20940405;21108928;21388952;21402698;21501375;21525173;21627027;21796641;21876625;21880309;21935572;21953462;21980462;22045190;22308110;22343615;22498362;22622035;22907286;22969266;23097559;23196705;23229340;23249750;23275204;23280137;23322197;23437304;23533157;23579215;23625654;23625822;23643275;23670042;23681013;23690963;23705859;23857602;24131405;24139908;24166503;24184144;24203843;24245576;24624454;24626859;24633304;24657544;24681249;24815829;24837588;24886876;24975878;25069832;25175428;25233396;25360780;25379703;25415674;25416437;25452107;25513843;25676429;25755757;25923049;25955393;25963391;26044722;26173586;26314433;26707937;26998831;
MI0000073	hsa-mir-19a	128	14579542;15126345;18429962;18460397;18632605;19538740;19713220;19887902;20008931;20008935;20080637;20133739;20299512;20437201;20505335;20851997;20857258;21059650;21108928;21176349;21177881;21200023;21388952;21501375;21527938;21751348;21816922;21853360;21909134;22105995;22186140;22238599;22308110;22350790;22361633;22362744;22451425;22561557;22675569;22677902;22684508;22828869;22844515;22883092;22902387;22907286;22952885;23028671;23029111;23238947;23271119;23344184;23408392;23451058;23575307;23603256;23609137;23621248;23625822;23666757;23795660;23824915;23831570;23894411;24066071;24117217;24122582;24145352;24191917;24192448;24349422;24375802;24416156;24427326;24460313;24604526;24648008;24675462;24676647;24681249;24740298;24742936;24831732;24893170;24929208;25107371;25137071;25140035;25233400;25239565;25308476;25362490;25379703;25383678;25400827;25418933;25443138;25589070;25604748;25707426;25914465;25917002;25934693;25936765;25981392;25982447;25985117;26017478;26029871;26041742;26041879;26057451;26058752;26098000;26146958;26231295;26302825;26367773;26483345;26555172;26694476;26762410;26836165;26841929;26873752;26957243;26999003;27012708;
MI0000074	hsa-mir-19b-1	96	14579542;15126345;18025036;18632605;19706389;19713220;20008931;20008935;20089119;20437201;20505335;20851997;21059650;21176349;21177881;21200023;21501375;21527938;21794077;21796614;21816922;21853360;21909134;22105995;22197821;22238599;22278637;22308110;22362744;22382630;22430188;22561557;22675043;22684508;22704449;22729947;22815777;22836280;22899284;23271119;23308108;23433743;23438603;23443808;23575307;23602254;23609137;23625822;23707860;23721325;23824915;23868977;24117217;24145352;24349422;24375802;24520115;24531034;24604526;24648008;24675462;24681249;24742936;24824927;24831732;24853489;24893170;24998411;25084135;25117812;25308476;25362490;25380086;25513843;25617127;25643913;25675938;25765596;25785245;25794568;25897338;25934693;25997679;26029871;26098000;26117405;26231295;26335297;26531692;26658372;26762410;26836165;26841929;26908769;26937036;26998831;
MI0000075	hsa-mir-19b-2	89	14579542;18025036;19706389;19713220;20008931;20008935;20089119;20437201;20505335;20851997;21059650;21177881;21200023;21501375;21527938;21794077;21796614;21816922;21853360;21909134;22105995;22197821;22238599;22278637;22308110;22362744;22382630;22430188;22561557;22675043;22684508;22704449;22729947;22815777;22836280;22899284;23271119;23308108;23438603;23443808;23575307;23602254;23609137;23625822;23707860;23721325;23824915;23868977;24117217;24145352;24349422;24520115;24531034;24604526;24648008;24681249;24742936;24824927;24831732;24853489;24893170;24998411;25084135;25117812;25308476;25362490;25380086;25513843;25617127;25643913;25675938;25765596;25785245;25794568;25897338;25934693;25997679;26029871;26098000;26117405;26231295;26335297;26531692;26658372;26762410;26836165;26841929;26937036;26998831;
MI0000076	hsa-mir-20a	188	15126345;15944709;17135249;17562257;18025036;18632605;18695042;18719372;18773208;18832181;18836483;18941111;19110058;19390056;19597473;19666108;19690137;19696742;19887902;19893619;20022054;20089119;20201611;20299512;20406904;20458444;20485376;20488792;20583868;20711463;20851997;20878079;20940405;21059650;21093163;21114763;21242194;21283765;21383238;21401928;21416294;21460253;21551242;21592394;21714127;21743293;21743960;21751348;21765466;21794077;21816922;21880628;21909134;21998631;22182208;22186140;22223846;22298119;22350790;22361633;22381757;22406928;22438230;22449978;22450430;22549745;22583404;22648654;22682761;22696064;22751500;22752225;22781751;22785209;22825541;22887947;22891887;22894918;22901144;22904162;22952885;22994753;23056289;23059786;23087182;23114118;23128393;23194063;23246221;23307259;23333058;23344677;23390075;23408392;23435463;23515710;23557329;23562609;23594563;23602254;23665284;23666757;23725129;23768492;23796952;23799609;23819812;23825564;23836497;23836875;23868977;23869765;23911400;23924943;23945289;24122958;24194900;24236097;24272429;24361749;24370793;24391808;24404590;24423585;24464651;24658599;24699363;24704830;24714754;24722426;24732804;24737193;24801835;24813230;24837367;24858712;24872388;24920276;24924176;24931612;24969314;24972566;24978137;25019203;25115392;25130806;25132913;25138550;25140035;25164008;25210495;25216866;25277195;25361944;25393367;25421010;25426550;25447536;25483338;25617127;25634356;25647305;25760688;25803820;25862551;25884400;25960225;25990502;26012475;26016752;26031366;26059512;26097563;26117336;26165754;26238071;26238942;26286834;26293217;26335297;26337869;26453979;26482036;26621842;26729221;26755399;26910911;26992682;
MI0000077	hsa-mir-21	1451	12477932;15525708;16024602;16103053;16365291;16690972;17072344;17363372;17475218;17478730;17487835;17496199;17562257;17570552;17587821;17622355;17681183;17702597;17908999;17968323;17991735;18058265;18059191;18089790;18187804;18196926;18218696;18223217;18242245;18270520;18302417;18318758;18335499;18347435;18348159;18358831;18372920;18384814;18400113;18446835;18460397;18507035;18548003;18591254;18642050;18688024;18712719;18719201;18794849;18799331;18829576;18831788;18841558;18850008;18853072;18932017;18971265;18982517;18997871;19013014;19018011;19043405;19072831;19080492;19082437;19088704;19106647;19112422;19120703;19147652;19150961;19159078;19201947;19212625;19213759;19229243;19253296;19264808;19267923;19276261;19296468;19302977;19308091;19342679;19398578;19398721;19408243;19419954;19430705;19435867;19446359;19473551;19487295;19493678;19509156;19509158;19546886;19547998;19559015;19578724;19597153;19614619;19633292;19641183;19672202;19682430;19711427;19723895;19730150;19737943;19738047;19738433;19776030;19816956;19826040;19831385;19836969;19843843;19901002;19906824;19921579;19924305;19934272;19946272;20003307;20035975;20048743;20061215;20082533;20086228;20092645;20094072;20113523;20141427;20143188;20143607;20148895;20153722;20154725;20160498;20167875;20178687;20187102;20219352;20219416;20223231;20226761;20302909;20332664;20335152;20338946;20346171;20357270;20363096;20368367;20371612;20372781;20388782;20393129;20404348;20415649;20417062;20424893;20427269;20433153;20435894;20447717;20460403;20460539;20462046;20480266;20483747;20489163;20498843;20504344;20514462;20533548;20546595;20551304;20560046;20562424;20581857;20586854;20614181;20620599;20625373;20628822;20633539;20643828;20647767;20649511;20670480;20682703;20693317;20693987;20697623;20701609;20702469;20704380;20724916;20801640;20813833;20815812;20816946;20826792;20827319;20831814;20832755;20841497;20842666;20856158;20879171;20880178;20884876;20942748;20952761;20956945;20959518;20964835;20978356;20978511;20980091;21035401;21036945;21042775;21047769;21059829;21063030;21068491;21069438;21078976;21081469;21085192;21088996;21099344;21104017;21116241;21124074;21131358;21139022;21139417;21141738;21159845;21170291;21177307;21187093;21200023;21219636;21229610;21255435;21263248;21271219;21273303;21274675;21274750;21278789;21279518;21282984;21285516;21295551;21303526;21317927;21324318;21328460;21330826;21345070;21347332;21350005;21351266;21373745;21375733;21376256;21381024;21407217;21408027;21412018;21426570;21426775;21435175;21453382;21458843;21467264;21468550;21471222;21502955;21507256;21516486;21521185;21532496;21544242;21546206;21555366;21562928;21565290;21567082;21571357;21602271;21613227;21618027;21627859;21627863;21636706;21636785;21647251;21647970;21649547;21652514;21652542;21669038;21673684;21685938;21693658;21712654;21716661;21718132;21721011;21732152;21734186;21743960;21747757;21749846;21753737;21757972;21761201;21763111;21765906;21775132;21775484;21804579;21806946;21807040;21817107;21820586;21820606;21820659;21826097;21826251;21842656;21845215;21849676;21849698;21854773;21863027;21864403;21872591;21875645;21876743;21883657;21886843;21892915;21909994;21910961;21914171;21917003;21920918;21930727;21937508;21937590;21940630;21955614;21956205;21968270;21968700;21983937;22001440;22001830;22034194;22034847;22064652;22066022;22072622;22086602;22087031;22094257;22095988;22099878;22114136;22119803;22130252;22133680;22140441;22158624;22161164;22162762;22173871;22174421;22174818;22176994;22187223;22190519;22194634;22194833;22210182;22212233;22213145;22213800;22222153;22227207;22237007;22244963;22249446;22258897;22259037;22265967;22267008;22267128;22273643;22286305;22286762;22289526;22289545;22291592;22298119;22304774;22311172;22316494;22317835;22320969;22322403;22322462;22323912;22326466;22335905;22335906;22341810;22343615;22344686;22347428;22350790;22353043;22354855;22357537;22367347;22367372;22370716;22371328;22382630;22384141;22387281;22387553;22391115;22403704;22405870;22417311;22430134;22435731;22445295;22464652;22474606;22476768;22482439;22487708;22492962;22493679;22505577;22519435;22520393;22523595;22525256;22526161;22528454;22534459;22540737;22541087;22547075;22553926;22560983;22573493;22580180;22594804;22609400;22614007;22614019;22614176;22617246;22618231;22626557;22630347;22631664;22634616;22638884;22642976;22665489;22666537;22677902;22678116;22685542;22689922;22695179;22697284;22698984;22704449;22705808;22709411;22714032;22715378;22716245;22721760;22728051;22729947;22739167;22753494;22753745;22760500;22761427;22761812;22766763;22766795;22770403;22773832;22776181;22782668;22782903;22785173;22788411;22790595;22792096;22799367;22800522;22806311;22832383;22836756;22836856;22844109;22853427;22860003;22879939;22882958;22890253;22890559;22891879;22895844;22898264;22901216;22905187;22907752;22907769;22922228;22924844;22931209;22934486;22945263;22952749;22956424;22957792;22958183;22970173;22977465;22978663;22994734;22997891;22999472;22999546;23011541;23020145;23023917;23036707;23041385;23052036;23055106;23060456;23064661;23074166;23077620;23082189;23084187;23091604;23092342;23097335;23097499;23099007;23104517;23108026;23115646;23131772;23134990;23137528;23138885;23139258;23151984;23153064;23161775;23168040;23174013;23174574;23174819;23175214;23177026;23201752;23206776;23207927;23212265;23216894;23224068;23224754;23229173;23232518;23238710;23239100;23242177;23247593;23254774;23255093;23259291;23267156;23268608;23269700;23272057;23272133;23275230;23277281;23285182;23288924;23293055;23297865;23303460;23303804;23312904;23312977;23313253;23315173;23316035;23321165;23335180;23353719;23355454;23359184;23362834;23372687;23385064;23390194;23395552;23396454;23410520;23415078;23416953;23417858;23428850;23436423;23441172;23442323;23445447;23446999;23451269;23462458;23466500;23469005;23469132;23469214;23479230;23480766;23481326;23482671;23485110;23485999;23504349;23506112;23526568;23527297;23530023;23533633;23547822;23548551;23554630;23554878;23555865;23558936;23559272;23564788;23564792;23567619;23578931;23583411;23584289;23588407;23604124;23613882;23613887;23621126;23621186;23621247;23625654;23629000;23633397;23633945;23639940;23643356;23657402;23663545;23669076;23669374;23672416;23680051;23680935;23682678;23682737;23684551;23688930;23691029;23704278;23704279;23708208;23708209;23709326;23711067;23717419;23717555;23725032;23725219;23726431;23727030;23732394;23735656;23742626;23747779;23748970;23750211;23752880;23758151;23771797;23773491;23774697;23777591;23778530;23784029;23788041;23792563;23793554;23795457;23795550;23797704;23798791;23810250;23811941;23817461;23817679;23820752;23821659;23822889;23823624;23824073;23827854;23832112;23834154;23838916;23850778;23851508;23852382;23857284;23858763;23860376;23861444;23865553;23872064;23881177;23883112;23888900;23888942;23890123;23891589;23894315;23898484;23904372;23905899;23907387;23921766;23933812;23936642;23940701;23951172;23963283;23970420;23978520;23981302;23982232;23988620;23991015;23998932;23999978;24001611;24004609;24007214;24012640;24012885;24020903;24023850;24030710;24035832;24037531;24039353;24039846;24041029;24062018;24063588;24068500;24069193;24069219;24073250;24076132;24078506;24094113;24098127;24098447;24098708;24102090;24104965;24106176;24112539;24117128;24118467;24120476;24122582;24122631;24129247;24140833;24142535;24149370;24153252;24154840;24158985;24160351;24161395;24163134;24184689;24190459;24194922;24196965;24197449;24198203;24205116;24214874;24217644;24219008;24220571;24221338;24222179;24248894;24257477;24265822;24272391;24275137;24288670;24289824;24291274;24293118;24297178;24306217;24307698;24314882;24324076;24326156;24327270;24327805;24331411;24334453;24335017;24337687;24356956;24358224;24370587;24373621;24391209;24400890;24400911;24406730;24416156;24428907;24431000;24434352;24434654;24440980;24446181;24451966;24452750;24453887;24460329;24460332;24462518;24465408;24468088;24468585;24469458;24470397;24472409;24488617;24497550;24498049;24503739;24507038;24516357;24517143;24518062;24519530;24535223;24556821;24560344;24574164;24574202;24574341;24575833;24576069;24576151;24577233;24586105;24587461;24594117;24603539;24604720;24606718;24607444;24609385;24609942;24616506;24627690;24631982;24633222;24649051;24650454;24659142;24659669;24664585;24675587;24676360;24676391;24676554;24676647;24680681;24690174;24691488;24691929;24699315;24705338;24710931;24712849;24717974;24732797;24732886;24737570;24755707;24755828;24756761;24759835;24763002;24780321;24781337;24786382;24786924;24789269;24792584;24793999;24796549;24800242;24804226;24804616;24817011;24821435;24825878;24832083;24833871;24838567;24839022;24841240;24845419;24846066;24848278;24853489;24865582;24865991;24880588;24887517;24888238;24895913;24902663;24906642;24912785;24913549;24913635;24918778;24920273;24921248;24925027;24928089;24930006;24937532;24938624;24939570;24940427;24950164;24956938;24958738;24961346;24963487;24968850;24969623;24974841;24977712;24980553;24981236;24983504;24987961;24992527;24992582;25000828;25007077;25016284;25018773;25023097;25027758;25028336;25031007;25031780;25039241;25040971;25041158;25047098;25049417;25051407;25058005;25059666;25061297;25065740;25069443;25069679;25084400;25084479;25086636;25087183;25092886;25093671;25097879;25098165;25098614;25099764;25101889;25106556;25107449;25116803;25118289;25126577;25130484;25131238;25132574;25144570;25145934;25146671;25147232;25149066;25150373;25158299;25159851;25164131;25165179;25174622;25175929;25178939;25178983;25184815;25187259;25189575;25190021;25192889;25196583;25202123;25203845;25205102;25206896;25216674;25222661;25230738;25231354;25232259;25232827;25236707;25239640;25241894;25242229;25242444;25243490;25249556;25250326;25252191;25257092;25260533;25265435;25266172;25266796;25273622;25279461;25283845;25292032;25303175;25304039;25304376;25305446;25310697;25313399;25314258;25315114;25315639;25316501;25323306;25327529;25337203;25339644;25344866;25350767;25354548;25357050;25360215;25365510;25366985;25369729;25376700;25378484;25379951;25380086;25381586;25384963;25394756;25400269;25400316;25401698;25401746;25405282;25405753;25405754;25414344;25417796;25421010;25421511;25421755;25423301;25427155;25427542;25428915;25429911;25431259;25440114;25445583;25446261;25447674;25448133;25453946;25456297;25466375;25477028;25481114;25483031;25484256;25487473;25487561;25495265;25495860;25496125;25497279;25497975;25501551;25501703;25503185;25504627;25510379;25514838;25519717;25519906;25523096;25523239;25524942;25525669;25527152;25533176;25539644;25539938;25543261;25543482;25544773;25546547;25550434;25563770;25564252;25566594;25569638;25571964;25572456;25575817;25579119;25582055;25587717;25589783;25591761;25603978;25605429;25609245;25611922;25623117;25625875;25633921;25636450;25639539;25643738;25644540;25646699;25647415;25652012;25652854;25652892;25656574;25656948;25661333;25663768;25663948;25669974;25672284;25677902;25683351;25683944;25687183;25691473;25695220;25697638;25701956;25704671;25706383;25706647;25707810;25720799;25721136;25728838;25730004;25738901;25744846;25749683;25755729;25769949;25772773;25777797;25784176;25788261;25791720;25797243;25799148;25802328;25803229;25803872;25811198;25825239;25826081;25826292;25827073;25830473;25831148;25837765;25845681;25846727;25849652;25851497;25856691;25861727;25862841;25868368;25869329;25873777;25879024;25880495;25887159;25890570;25892183;25901472;25902416;25907045;25907832;25908274;25909590;25910568;25911397;25928282;25928322;25931475;25938433;25942410;25943710;25950115;25950983;25951497;25953218;25958353;25962779;25963606;25969534;25972604;25973032;25974855;25976472;25979949;25987069;25990308;25990966;25991372;25991676;25997617;26002330;26003375;26003825;26007293;26008976;26010154;26017143;26026077;26026468;26026961;26028073;26032086;26046003;26051842;26056355;26061266;26063582;26063956;26067755;26077422;26080011;26080425;26082192;26097555;26101800;26106867;26109362;26109525;26116372;26116514;26116834;26121981;26125864;26142886;26150475;26151427;26156753;26160841;26169933;26171195;26175938;26183619;26190093;26191158;26191167;26191606;26193421;26194786;26206264;26208095;26208314;26209976;26210448;26210472;26211628;26213651;26217396;26220158;26222667;26230095;26236156;26242334;26248417;26248946;26249758;26252635;26253453;26258537;26261620;26265521;26266258;26272105;26273428;26276131;26282675;26294715;26302379;26302751;26320576;26338526;26344589;26349663;26363493;26367487;26382856;26384051;26387181;26396924;26405811;26411332;26415649;26418978;26427146;26427512;26433199;26454169;26455824;26458100;26465293;26473373;26473639;26482433;26486006;26516113;26523130;26525105;26525579;26548232;26549725;26555418;26558781;26574780;26599381;26604744;26610525;26619149;26651881;26675257;26678076;26686412;26687742;26694476;26705427;26716902;26720919;26733162;26741162;26769131;26769851;26779632;26811607;26827795;26841045;26853468;26860411;26864640;26867589;26870288;26873190;26884851;26918470;26918602;26943153;26956217;26958084;26975392;26987780;26998056;27003314;27011025;27014996;27016432;
MI0000078	hsa-mir-22	151	15272117;18066065;18347134;19011694;19306352;19414598;19755794;19807731;20081105;20170724;20180843;20214878;20415550;20523723;20562918;20633528;20813046;20842113;20869762;21037424;21176563;21223560;21502362;21538479;21565925;21565979;21567136;21592394;21594648;21606975;21629773;21750200;21765920;21798241;21968817;22120965;22166214;22231906;22300138;22328083;22375943;22469921;22484852;22492279;22493679;22510010;22660186;22815235;22820191;22829289;22849325;23022100;23091627;23188185;23299407;23303785;23349832;23355742;23372812;23440286;23493781;23508904;23516279;23524588;23526568;23529765;23554906;23582783;23674521;23707860;23766411;23786758;23794259;23827702;23827711;23830207;23851184;23904007;23999999;24073292;24146960;24220273;24231768;24362521;24449575;24495805;24496460;24533739;24576181;24578785;24609542;24609901;24626394;24641401;24710937;24715036;24740835;24743274;24752578;24771630;24825182;24870972;24906624;24989260;25041463;25069514;25101889;25125218;25159852;25218673;25257702;25304371;25323119;25323629;25430416;25449431;25452043;25516722;25530680;25596928;25627978;25676429;25702651;25828893;25847876;25871842;25926441;25939484;25953260;25970317;26026730;26037892;26088024;26112332;26193896;26239725;26277372;26295583;26361067;26364720;26399230;26499759;26544868;26592513;26610210;26631939;26649298;26657066;26662303;26663185;26870215;
MI0000079	hsa-mir-23a	146	12808467;14510471;15372072;16337206;17194750;18508316;19088369;19219026;19259393;19513126;19574461;19758457;19806017;19812168;19861459;20086171;20219416;20413915;20553585;20698883;20815877;21055156;21125339;21241464;21536891;21593605;21693609;21716661;21750350;21909094;21960059;22038739;22084234;22093502;22136461;22318941;22435726;22455847;22628407;22634383;22653319;22684455;22752005;22763947;22771720;22932459;22975021;22977465;23019365;23064179;23064315;23158364;23236401;23254855;23295082;23322776;23420868;23437179;23439547;23439683;23444217;23450049;23596882;23630040;23643275;23649631;23688986;23711961;23785404;23865473;23918807;23929433;23977359;23986579;24101522;24103454;24108763;24120476;24143215;24249161;24269648;24277735;24285684;24305689;24317043;24385111;24417970;24440757;24457242;24498188;24520301;24553459;24584347;24651435;24659264;24802236;24806942;24898878;24931612;24942805;24992592;24997345;25024331;25030422;25213664;25264594;25322765;25347474;25422915;25429623;25445205;25461762;25501015;25604141;25613625;25619478;25620614;25648270;25650273;25656948;25664140;25674252;25701323;25714010;25753120;25753893;25777779;25815108;25829494;25832477;25844942;25929864;25960240;26115870;26160225;26296572;26315270;26382856;26400397;26415879;26550300;26594146;26618049;26701817;26773729;26774446;
MI0000080	hsa-mir-24-1	152	16224024;17570552;17686970;17906079;18365017;19377482;19381257;19748357;19826043;19861690;20006370;20018894;20019669;20041160;20138800;20195546;20816961;20945401;21029414;21159603;21175813;21402698;21463514;21487102;21807902;21953293;21986943;22074795;22139384;22153071;22294691;22328513;22336108;22387590;22387692;22435726;22498362;22733138;22761894;22782668;22815235;22850678;22911661;23027131;23071155;23071762;23142218;23172553;23174883;23185332;23213373;23229173;23236401;23254855;23255103;23359482;23382622;23383180;23405000;23418360;23483452;23553486;23578572;23596882;23643275;23649631;23677957;23688438;23761103;23774796;23774803;23794259;23836801;23874885;23884416;23934711;23938380;24049083;24063572;24153013;24160351;24195361;24219008;24226766;24260478;24297048;24314651;24555497;24572376;24606013;24613022;24633190;24677249;24696733;24743780;24800232;24841240;24854275;24886316;24895587;24966325;24978137;24990232;24999187;25073511;25100943;25115396;25129312;25132913;25142229;25234642;25319395;25358394;25364765;25365448;25422915;25426560;25502080;25519956;25542334;25550847;25601927;25653454;25672522;25690916;25691473;25725584;25737017;25814526;25841339;25874968;25920448;25943634;25984907;25990241;26003375;26018275;26022048;26044523;26106283;26252200;26296081;26365986;26631964;26748253;26773729;26801621;26807309;26910911;26922862;26969796;26999003;
